Credit Score,City,Credit Balance,Checking Account Number,PIN,Zip,Checking Balance,Last Name,Address,First Name,Credit Limit,Savings Balance,Phone Number,ID,State,Savings Account Number,Date of Birth,Credit Account Number
542,El Paso,32.41,1000626,4874,79999,2393.93,Bond,101 Random Rd.,Ronald,400,14169.07,(915) 123-4567,626,TX,2000626,9/9/19,3000626
837,El Paso,2864.96,1000063,3314,79968,1596.5,Martinez,500 W. University Ave.,Ulysses,17900,24136.28,(915) 747-5000,63,TX,2000063,12/11/69,3000063
645,Anaheim,196.89,1000014,3430,92802,1852.25,Disney,1313 Disneyland Dr.,Aurora,1400,9337.51,(714) 781-4636,14,CA,2000014,5/24/66,3000014
323,El Paso,70.55,1000633,7515,79999,1937.24,Nichols,101 Random Rd.,Mercedes,500,2741.34,(915) 123-4567,633,TX,2000633,10/28/61,3000633
678,El Paso,1863.26,1000127,4944,79999,1874.43,Holland,101 Random Rd.,Michelle,6900,23939.87,(915) 123-4567,127,TX,2000127,11/27/63,3000127
420,El Paso,75.2,1000564,6949,79999,1988.3,Gardner,101 Random Rd.,Ricky,500,7490.02,(915) 123-4567,564,TX,2000564,12/23/95,3000564
655,El Paso,9.46,1000308,3220,79999,1763.89,Bradley,101 Random Rd.,Amy,900,3378.03,(915) 123-4567,308,TX,2000308,4/17/65,3000308
385,El Paso,40.28,1000750,1671,79999,2314.39,Hart,101 Random Rd.,Nicole,200,16570.73,(915) 123-4567,750,TX,2000750,4/1/05,3000750
518,El Paso,22.03,1000350,4657,79999,1772.17,Mosley,101 Random Rd.,Sarah,200,13827.61,(915) 123-4567,350,TX,2000350,9/20/61,3000350
753,El Paso,2982.99,1000187,5129,79999,2429.59,Ortiz,101 Random Rd.,Keith,14200,11697.91,(915) 123-4567,187,TX,2000187,10/22/87,3000187
349,El Paso,9.34,1000812,8803,79999,2473.76,Lee,101 Random Rd.,Shawn,100,21792.49,(915) 123-4567,812,TX,2000812,8/9/48,3000812
834,El Paso,5697.75,1000725,8413,79999,1911.79,Guzman,101 Random Rd.,Jennifer,21100,20997.13,(915) 123-4567,725,TX,2000725,10/26/17,3000725
612,El Paso,810.92,1000940,7140,79999,1749.46,Andrade,101 Random Rd.,Ana,4500,13815.68,(915) 123-4567,940,TX,2000940,6/21/28,3000940
505,El Paso,115.2,1000834,8129,79999,2429.21,Snyder,101 Random Rd.,Marcia,500,14721.77,(915) 123-4567,834,TX,2000834,1/23/06,3000834
754,El Paso,3213.08,1000233,5748,79999,1858.08,Ferguson,101 Random Rd.,Destiny,11900,14657.82,(915) 123-4567,233,TX,2000233,8/23/60,3000233
843,El Paso,4890.89,1000580,6755,79999,2435.88,Cook,101 Random Rd.,Cassandra,16300,19575.14,(915) 123-4567,580,TX,2000580,6/21/97,3000580
754,El Paso,1440.32,1000934,3749,79999,2243.43,Richardson,101 Random Rd.,Phillip,9600,21735.16,(915) 123-4567,934,TX,2000934,10/8/90,3000934
556,El Paso,29.65,1000292,7724,79999,1836.28,Robinson,101 Random Rd.,Alexandra,100,6870.78,(915) 123-4567,292,TX,2000292,3/31/98,3000292
401,Anaheim,29.95,1000009,7752,92802,1920.54,Disney,1313 Disneyland Dr.,Ariel,100,15106.27,(714) 781-4636,9,CA,2000009,4/14/65,3000009
301,El Paso,6.33,1001020,3172,79999,2343.72,Butler,101 Random Rd.,Mark,200,17645.86,(915) 123-4567,1020,TX,2001020,1/9/16,3001020
609,El Paso,1225.1,1000554,6359,79999,1892.05,Perry,101 Random Rd.,Martha,4900,3081.11,(915) 123-4567,554,TX,2000554,7/3/36,3000554
461,El Paso,46.19,1000988,2254,79999,2376.81,Campbell,101 Random Rd.,Zachary,200,1398.56,(915) 123-4567,988,TX,2000988,7/19/07,3000988
604,El Paso,112.13,1000486,2609,79999,1979.66,Fox,101 Random Rd.,Michael,2800,14752.36,(915) 123-4567,486,TX,2000486,11/4/16,3000486
700,El Paso,348.86,1000606,3682,79999,1510.14,Cline,101 Random Rd.,Sarah,5800,21122.4,(915) 123-4567,606,TX,2000606,12/7/33,3000606
631,El Paso,975.49,1000832,5884,79999,1861.86,Williamson,101 Random Rd.,Michael,3900,18487.1,(915) 123-4567,832,TX,2000832,3/21/54,3000832
396,El Paso,65.81,1000045,1791,79968,1851.06,CruzDuarte,500 W. University Ave.,Cristian,500,9301.56,(915) 747-5000,45,TX,2000045,10/10/75,3000045
526,Anaheim,0.66,1000028,3800,92802,2347.11,Disney,1313 Disneyland Dr.,Kaa,400,20723.66,(714) 781-4636,28,CA,2000028,4/17/50,3000028
442,El Paso,35.6,1000343,9699,79999,2226.01,Hayes,101 Random Rd.,Brian,500,9550.26,(915) 123-4567,343,TX,2000343,8/28/58,3000343
324,El Paso,145.76,1000330,2805,79999,1578.51,Wilson,101 Random Rd.,Jordan,500,4873.59,(915) 123-4567,330,TX,2000330,2/1/20,3000330
796,El Paso,760.52,1000767,1914,79999,2006.47,Evans,101 Random Rd.,Jennifer,15200,7358.56,(915) 123-4567,767,TX,2000767,10/12/40,3000767
314,El Paso,96.42,1001036,7845,79999,1720.54,Byrd,101 Random Rd.,Cory,400,8249.16,(915) 123-4567,1036,TX,2001036,2/16/85,3001036
846,El Paso,1980.34,1000044,1836,79968,2401.66,Chacon,500 W. University Ave.,Ashley,22000,5639.81,(915) 747-5000,44,TX,2000044,7/12/58,3000044
358,El Paso,174.9,1000868,5456,79999,2134.58,House,101 Random Rd.,Kenneth,600,20459.12,(915) 123-4567,868,TX,2000868,9/5/83,3000868
658,El Paso,258.01,1000334,9501,79999,1740.52,Taylor,101 Random Rd.,Kyle,4300,10499.14,(915) 123-4567,334,TX,2000334,3/8/00,3000334
784,El Paso,1397.6,1000622,5765,79999,1568.37,Lopez,101 Random Rd.,Erika,12700,19536.15,(915) 123-4567,622,TX,2000622,10/31/83,3000622
631,El Paso,462.5,1000148,6326,79999,2099.2,Morgan,101 Random Rd.,Nancy,3300,9538.09,(915) 123-4567,148,TX,2000148,7/22/01,3000148
539,El Paso,36.85,1000327,3173,79999,2413.15,Wolfe,101 Random Rd.,Jason,600,21999.06,(915) 123-4567,327,TX,2000327,5/24/47,3000327
352,El Paso,10.85,1000291,7922,79999,2288.68,Cruz,101 Random Rd.,Mary,500,9057.52,(915) 123-4567,291,TX,2000291,7/9/78,3000291
657,El Paso,304.14,1000192,3544,79999,2153.26,Morris,101 Random Rd.,Jeremy,1600,11908.62,(915) 123-4567,192,TX,2000192,7/8/12,3000192
665,El Paso,28.71,1000538,3904,79999,2473.13,Robinson,101 Random Rd.,Lisa,1400,1514.82,(915) 123-4567,538,TX,2000538,8/25/51,3000538
529,El Paso,25.45,1000373,9680,79999,1967.64,Gonzalez,101 Random Rd.,Jeffrey,500,13065.58,(915) 123-4567,373,TX,2000373,2/27/95,3000373
753,El Paso,151.75,1000363,1104,79999,2401.58,Dominguez,101 Random Rd.,Christopher,15100,24546.18,(915) 123-4567,363,TX,2000363,11/26/10,3000363
572,El Paso,20.73,1000534,2971,79999,2254.55,Pruitt,101 Random Rd.,Michelle,500,23519.35,(915) 123-4567,534,TX,2000534,10/13/86,3000534
345,El Paso,48.04,1000811,7990,79999,1924.79,Navarro,101 Random Rd.,Casey,600,20353.01,(915) 123-4567,811,TX,2000811,4/19/97,3000811
738,El Paso,1036.57,1000498,6916,79999,1920.5,Frye,101 Random Rd.,Jessica,7400,13658.14,(915) 123-4567,498,TX,2000498,3/31/50,3000498
439,El Paso,18.61,1000171,7424,79999,1585.03,Johnson,101 Random Rd.,Karla,100,24642.37,(915) 123-4567,171,TX,2000171,12/7/72,3000171
669,Anaheim,784.27,1000004,5183,92802,1589.19,Disney,1313 Disneyland Dr.,Goofy,2800,3617.17,(714) 781-4636,4,CA,2000004,11/24/80,3000004
748,El Paso,1359.21,1000305,8149,79999,1961.8,Mills,101 Random Rd.,David,15100,2640.5,(915) 123-4567,305,TX,2000305,12/16/33,3000305
300,El Paso,33.71,1000095,5932,79999,1552.88,Klein,101 Random Rd.,Sean,300,18648.54,(915) 123-4567,95,TX,2000095,12/21/70,3000095
334,El Paso,108.36,1000438,8198,79999,1825.4,Brady,101 Random Rd.,Emily,600,10683.92,(915) 123-4567,438,TX,2000438,10/22/18,3000438
388,El Paso,54.37,1000676,2329,79999,2259.46,Clark,101 Random Rd.,Jason,200,11358.13,(915) 123-4567,676,TX,2000676,4/17/12,3000676
692,El Paso,288.82,1000483,7358,79999,2295.17,Gutierrez,101 Random Rd.,Julian,7200,19378.01,(915) 123-4567,483,TX,2000483,2/13/79,3000483
562,El Paso,162.35,1000082,6384,79968,1951.51,Velasco,500 W. University Ave.,Sergio,600,4570.26,(915) 747-5000,82,TX,2000082,3/1/33,3000082
631,El Paso,81.66,1000749,6179,79999,1678.82,Fisher,101 Random Rd.,Rebecca,900,11292.85,(915) 123-4567,749,TX,2000749,2/13/44,3000749
723,El Paso,1344.74,1000072,3969,79968,1632.37,Park,500 W. University Ave.,Jaehyeon,6400,9254.32,(915) 747-5000,72,TX,2000072,10/8/78,3000072
592,El Paso,72.63,1000847,7616,79999,1910.44,Parsons,101 Random Rd.,Amy,1200,16555.31,(915) 123-4567,847,TX,2000847,5/22/67,3000847
630,El Paso,28.64,1000789,6553,79999,1823.64,Whitney,101 Random Rd.,Hector,1400,19790.87,(915) 123-4567,789,TX,2000789,12/25/72,3000789
505,El Paso,25,1000954,6375,79999,2024.05,Hall,101 Random Rd.,Amy,100,10982.97,(915) 123-4567,954,TX,2000954,12/16/04,3000954
828,El Paso,1434.04,1000324,7424,79999,1794.23,Wilson,101 Random Rd.,Cheryl,23900,17744.18,(915) 123-4567,324,TX,2000324,1/20/11,3000324
448,El Paso,75.67,1000540,1958,79999,2204.74,Edwards,101 Random Rd.,Richard,300,20909.83,(915) 123-4567,540,TX,2000540,5/19/35,3000540
771,El Paso,3344.5,1000042,6837,79968,1803.38,Cardiel,500 W. University Ave.,Aaron,15200,1070.26,(915) 747-5000,42,TX,2000042,10/15/69,3000042
700,El Paso,71.52,1000656,4445,79999,1869.61,Kirby,101 Random Rd.,Stephanie,7100,22916.49,(915) 123-4567,656,TX,2000656,3/2/90,3000656
692,El Paso,600.35,1000140,6174,79999,2464.11,Parker,101 Random Rd.,Gail,6000,5714.13,(915) 123-4567,140,TX,2000140,11/21/46,3000140
408,El Paso,40.44,1000932,5782,79999,1835.38,Miller,101 Random Rd.,Kimberly,500,11955.41,(915) 123-4567,932,TX,2000932,1/4/94,3000932
319,El Paso,40.49,1000759,3312,79999,2345.17,Jones,101 Random Rd.,Tiffany,500,16765.23,(915) 123-4567,759,TX,2000759,8/8/39,3000759
448,El Paso,2.55,1000557,2323,79999,1627.13,Page,101 Random Rd.,Heidi,200,12022.98,(915) 123-4567,557,TX,2000557,4/2/40,3000557
487,El Paso,15.96,1000205,4754,79999,2115.61,Ellison,101 Random Rd.,Zachary,100,1141.55,(915) 123-4567,205,TX,2000205,2/22/11,3000205
351,El Paso,54.31,1000948,3398,79999,1751.29,Summers,101 Random Rd.,Daniel,600,10562.67,(915) 123-4567,948,TX,2000948,9/5/15,3000948
367,El Paso,126.62,1000595,6561,79999,1745.52,Brennan,101 Random Rd.,James,600,11137.22,(915) 123-4567,595,TX,2000595,7/29/52,3000595
317,El Paso,3.03,1000267,2573,79999,1605.72,Schaefer,101 Random Rd.,Craig,100,12822.96,(915) 123-4567,267,TX,2000267,1/26/93,3000267
415,El Paso,12.17,1000992,9889,79999,2217.54,Conrad,101 Random Rd.,Danielle,100,14389.85,(915) 123-4567,992,TX,2000992,5/27/10,3000992
714,El Paso,1159.98,1000500,2429,79999,1513,Davis,101 Random Rd.,Justin,6100,7212.69,(915) 123-4567,500,TX,2000500,4/16/68,3000500
726,El Paso,1625.56,1000700,3776,79999,2145.57,Blair,101 Random Rd.,John,6500,20471.3,(915) 123-4567,700,TX,2000700,1/7/10,3000700
314,Anaheim,10.66,1000033,9103,92802,2379.31,Disney,1313 Disneyland Dr.,Hercules,200,5940.63,(714) 781-4636,33,CA,2000033,1/31/40,3000033
516,El Paso,11.31,1000125,3500,79999,1567.45,Noble,101 Random Rd.,Megan,100,9553.25,(915) 123-4567,125,TX,2000125,10/30/66,3000125
591,El Paso,391.88,1000647,2822,79999,2274.06,Schneider,101 Random Rd.,Holly,1700,13427.9,(915) 123-4567,647,TX,2000647,1/17/02,3000647
597,El Paso,12.05,1000226,7189,79999,1947.18,Gutierrez,101 Random Rd.,Roberto,1200,9219.43,(915) 123-4567,226,TX,2000226,9/15/00,3000226
331,El Paso,120.68,1000243,3950,79999,2237.53,Case,101 Random Rd.,Erik,400,7923.87,(915) 123-4567,243,TX,2000243,7/5/05,3000243
431,El Paso,78.7,1000717,2783,79999,1768.27,Harris,101 Random Rd.,Victor,600,6661.15,(915) 123-4567,717,TX,2000717,5/21/12,3000717
389,El Paso,36.53,1000450,5124,79999,1545.98,Rodriguez,101 Random Rd.,Tara,400,22590.58,(915) 123-4567,450,TX,2000450,4/3/04,3000450
815,El Paso,3936.22,1000688,2391,79999,1648.47,Farley,101 Random Rd.,Jose,16400,14605.59,(915) 123-4567,688,TX,2000688,5/4/60,3000688
779,El Paso,1498.21,1000479,3134,79999,2113.12,Bell,101 Random Rd.,Kelly,10700,19528.98,(915) 123-4567,479,TX,2000479,6/24/05,3000479
717,El Paso,1218.31,1000897,8788,79999,1607.84,Clark,101 Random Rd.,David,5800,9113.24,(915) 123-4567,897,TX,2000897,7/5/45,3000897
416,Anaheim,60.87,1000030,7861,92802,2409.95,Disney,1313 Disneyland Dr.,Pinocchio,200,5695.33,(714) 781-4636,30,CA,2000030,9/13/57,3000030
790,El Paso,625.21,1000953,3518,79999,2107.57,Hernandez,101 Random Rd.,Jennifer,12500,11145.7,(915) 123-4567,953,TX,2000953,10/24/05,3000953
656,El Paso,546.46,1000757,1223,79999,2094.64,Rojas,101 Random Rd.,Brian,3900,15905.86,(915) 123-4567,757,TX,2000757,12/4/52,3000757
520,El Paso,63.94,1000776,9943,79999,2235.31,Thomas,101 Random Rd.,Michael,300,5559.59,(915) 123-4567,776,TX,2000776,8/13/69,3000776
455,El Paso,84.43,1000908,3280,79999,1755.59,Ellis,101 Random Rd.,Victoria,600,17941.72,(915) 123-4567,908,TX,2000908,12/26/75,3000908
829,El Paso,5184.41,1000122,2610,79999,1617.89,King,101 Random Rd.,James,21600,12189.94,(915) 123-4567,122,TX,2000122,8/27/05,3000122
803,El Paso,5600.25,1000856,4561,79999,1570.6,Smith,101 Random Rd.,Kristine,22400,3654.64,(915) 123-4567,856,TX,2000856,8/10/05,3000856
544,El Paso,66.09,1000522,2164,79999,2253.37,Contreras,101 Random Rd.,Kim,300,22081.98,(915) 123-4567,522,TX,2000522,4/28/37,3000522
839,El Paso,464.07,1000692,4344,79999,1829.73,Burton,101 Random Rd.,Travis,23200,15907.39,(915) 123-4567,692,TX,2000692,12/8/60,3000692
334,El Paso,112.75,1000281,2994,79999,1857.93,Hall,101 Random Rd.,Lauren,400,8381.5,(915) 123-4567,281,TX,2000281,11/6/92,3000281
385,El Paso,33.16,1000357,8539,79999,1561.36,Jones,101 Random Rd.,Christopher,300,24276.04,(915) 123-4567,357,TX,2000357,11/25/79,3000357
459,El Paso,80.12,1000273,2769,79999,1878.48,Bennett,101 Random Rd.,Shannon,400,14045.71,(915) 123-4567,273,TX,2000273,2/4/72,3000273
514,El Paso,105.4,1000815,8471,79999,1550.08,Moran,101 Random Rd.,Alicia,500,4747.92,(915) 123-4567,815,TX,2000815,6/4/51,3000815
413,El Paso,0.88,1000437,5448,79999,2293.19,Larsen,101 Random Rd.,Patrick,200,977.58,(915) 123-4567,437,TX,2000437,4/2/13,3000437
771,El Paso,3250.72,1000835,6265,79999,1669.91,Park,101 Random Rd.,Gary,12500,23944.86,(915) 123-4567,835,TX,2000835,10/8/93,3000835
823,El Paso,5725.07,1000643,9661,79999,1971.84,Rogers,101 Random Rd.,Mark,22900,19993.48,(915) 123-4567,643,TX,2000643,12/5/16,3000643
536,El Paso,10.85,1000131,5846,79999,1540.72,Kline,101 Random Rd.,Kimberly,100,17647.66,(915) 123-4567,131,TX,2000131,12/18/92,3000131
603,El Paso,176.44,1000217,8788,79999,2241.07,Romero,101 Random Rd.,Timothy,1100,18432.28,(915) 123-4567,217,TX,2000217,6/28/37,3000217
362,El Paso,52.41,1000673,5115,79999,1934.5,Parrish,101 Random Rd.,Michael,200,2778.84,(915) 123-4567,673,TX,2000673,9/2/67,3000673
826,El Paso,3206.36,1000320,5375,79999,1596.55,Moore,101 Random Rd.,Francisco,22900,21982.76,(915) 123-4567,320,TX,2000320,4/16/20,3000320
343,El Paso,2.42,1000816,9403,79999,2175.62,Jones,101 Random Rd.,Jennifer,100,13504.75,(915) 123-4567,816,TX,2000816,4/7/43,3000816
721,El Paso,1160.64,1000049,8445,79968,2193.51,Fierro,500 W. University Ave.,Luis,5800,4053.32,(915) 747-5000,49,TX,2000049,6/13/67,3000049
529,El Paso,30.15,1000667,2445,79999,2119.88,Richard,101 Random Rd.,Brittany,500,10066.55,(915) 123-4567,667,TX,2000667,11/26/68,3000667
518,El Paso,11.77,1000080,4435,79968,2482.95,Vazquez,500 W. University Ave.,Dario,100,567.25,(915) 747-5000,80,TX,2000080,2/10/62,3000080
707,El Paso,1260.46,1000346,7812,79999,2494.67,Johnson,101 Random Rd.,Benjamin,6300,8235.2,(915) 123-4567,346,TX,2000346,9/4/47,3000346
311,El Paso,8.33,1000160,7938,79999,1653.02,Hill,101 Random Rd.,Susan,400,3711.78,(915) 123-4567,160,TX,2000160,7/14/84,3000160
390,El Paso,48.21,1000645,7203,79999,2296.31,Gonzalez,101 Random Rd.,Matthew,600,2877.29,(915) 123-4567,645,TX,2000645,10/1/58,3000645
344,El Paso,60.76,1000260,9681,79999,2061.6,Erickson,101 Random Rd.,Matthew,400,6641.03,(915) 123-4567,260,TX,2000260,6/8/01,3000260
643,El Paso,351.1,1000670,6151,79999,2353.94,Jones,101 Random Rd.,Julia,1300,9953.42,(915) 123-4567,670,TX,2000670,12/22/63,3000670
401,El Paso,22.8,1000637,5882,79999,1587.71,Arnold,101 Random Rd.,Allen,100,21715.17,(915) 123-4567,637,TX,2000637,3/10/84,3000637
571,El Paso,15.9,1000472,3121,79999,1650.72,Lopez,101 Random Rd.,Brian,500,20612.3,(915) 123-4567,472,TX,2000472,2/15/94,3000472
508,El Paso,55.48,1000117,9837,79999,2104.87,Walker,101 Random Rd.,Crystal,500,7116.54,(915) 123-4567,117,TX,2000117,11/12/96,3000117
825,El Paso,2618.59,1000541,2528,79999,1619,Chase,101 Random Rd.,Amy,23800,8455.57,(915) 123-4567,541,TX,2000541,8/24/88,3000541
717,El Paso,511.06,1000432,4817,79999,1831.36,Owens,101 Random Rd.,Rita,7300,19017.89,(915) 123-4567,432,TX,2000432,5/25/07,3000432
791,El Paso,3416.95,1000796,6460,79999,1823.23,Mejia,101 Random Rd.,Erin,12200,17487.44,(915) 123-4567,796,TX,2000796,11/11/45,3000796
713,El Paso,58.92,1000476,1684,79999,1976.49,Rodriguez,101 Random Rd.,Amy,5800,8205.51,(915) 123-4567,476,TX,2000476,8/28/58,3000476
315,El Paso,25.01,1000916,2953,79999,2369.56,Summers,101 Random Rd.,Kara,100,14525.89,(915) 123-4567,916,TX,2000916,4/28/40,3000916
390,El Paso,46.23,1000124,3545,79999,1718.88,Andrews,101 Random Rd.,Brian,200,18602.85,(915) 123-4567,124,TX,2000124,3/3/06,3000124
451,El Paso,168.17,1000844,6736,79999,1844.53,Norton,101 Random Rd.,Jacob,600,21609.97,(915) 123-4567,844,TX,2000844,11/16/55,3000844
824,El Paso,2040.43,1001011,4379,79999,1725.15,Dennis,101 Random Rd.,Mikayla,20400,21923.38,(915) 123-4567,1011,TX,2001011,12/25/16,3001011
840,El Paso,4370.52,1000296,3411,79999,1749.81,Maldonado,101 Random Rd.,Adam,23000,6430.06,(915) 123-4567,296,TX,2000296,8/10/37,3000296
549,El Paso,4.47,1000733,3750,79999,1613.83,Bryant,101 Random Rd.,Douglas,100,22334.67,(915) 123-4567,733,TX,2000733,8/30/89,3000733
434,El Paso,72.33,1000867,2677,79999,1767.17,Sutton,101 Random Rd.,Sandra,600,20025.75,(915) 123-4567,867,TX,2000867,8/16/81,3000867
651,El Paso,836.1,1000616,8685,79999,1843.64,Marshall,101 Random Rd.,Andrew,3800,12487.54,(915) 123-4567,616,TX,2000616,7/22/66,3000616
562,El Paso,12.29,1000938,1106,79999,2029.17,Elliott,101 Random Rd.,Carol,300,11985.61,(915) 123-4567,938,TX,2000938,11/8/77,3000938
732,El Paso,0.59,1000546,5463,79999,1994.58,Tran,101 Random Rd.,Courtney,7200,13685.29,(915) 123-4567,546,TX,2000546,7/13/52,3000546
540,El Paso,12.73,1000902,1492,79999,2409.79,Carter,101 Random Rd.,Christina,400,799.16,(915) 123-4567,902,TX,2000902,3/11/14,3000902
423,El Paso,5.06,1000163,5583,79999,1571.44,Moss,101 Random Rd.,Haley,500,5413.02,(915) 123-4567,163,TX,2000163,6/26/05,3000163
425,Anaheim,84.09,1000026,3394,92802,2027.58,Khan,1313 Disneyland Dr.,Shere,400,10364.35,(714) 781-4636,26,CA,2000026,11/12/52,3000026
599,El Paso,0.98,1000206,3981,79999,1930.6,Allen,101 Random Rd.,Donna,3700,11711.17,(915) 123-4567,206,TX,2000206,2/5/36,3000206
563,El Paso,16.86,1000986,7806,79999,2184.8,Maldonado,101 Random Rd.,Stacy,200,18549.78,(915) 123-4567,986,TX,2000986,4/30/31,3000986
771,El Paso,2128.61,1000998,2204,79999,2496.48,Mejia,101 Random Rd.,Kimberly,15200,9357.49,(915) 123-4567,998,TX,2000998,6/1/96,3000998
356,Anaheim,0.41,1000029,2648,92802,1958.9,Queen,1313 Disneyland Dr.,Evil,400,4050.18,(714) 781-4636,29,CA,2000029,3/19/42,3000029
850,El Paso,2097.05,1000219,5238,79999,2287.12,Perez,101 Random Rd.,Kathryn,23300,9428.67,(915) 123-4567,219,TX,2000219,9/15/44,3000219
405,El Paso,21.69,1000824,9677,79999,2128.06,Simpson,101 Random Rd.,James,100,16096.29,(915) 123-4567,824,TX,2000824,12/7/90,3000824
411,El Paso,6.2,1000590,4387,79999,1677.52,Ramirez,101 Random Rd.,Michelle,600,14131.89,(915) 123-4567,590,TX,2000590,7/28/78,3000590
601,Anaheim,782,1000025,9264,92802,2380.74,Disney,1313 Disneyland Dr.,Gaston,4600,20896.45,(714) 781-4636,25,CA,2000025,9/27/71,3000025
707,El Paso,1518.56,1000864,7465,79999,1705.65,Mora,101 Random Rd.,Sherry,6900,23713.68,(915) 123-4567,864,TX,2000864,2/6/02,3000864
529,El Paso,11.02,1000317,3944,79999,2350.11,Phillips,101 Random Rd.,Rachel,100,16205.3,(915) 123-4567,317,TX,2000317,3/25/99,3000317
628,El Paso,990.88,1000439,6151,79999,2050.65,Turner,101 Random Rd.,April,3300,3477.03,(915) 123-4567,439,TX,2000439,12/24/85,3000439
740,El Paso,3120.95,1000696,4181,79999,2443.09,Best,101 Random Rd.,Jeffrey,13000,13570.74,(915) 123-4567,696,TX,2000696,10/17/91,3000696
651,El Paso,34.77,1000909,5715,79999,1914.88,Wilson,101 Random Rd.,Kelly,1700,19538.19,(915) 123-4567,909,TX,2000909,5/28/73,3000909
371,El Paso,54.3,1000110,9653,79999,1734.04,Mcdonald,101 Random Rd.,Travis,200,806.05,(915) 123-4567,110,TX,2000110,5/7/72,3000110
456,El Paso,96.37,1000452,4130,79999,2452.94,Booth,101 Random Rd.,Ray,600,5797.45,(915) 123-4567,452,TX,2000452,2/10/16,3000452
544,El Paso,30.76,1000701,8429,79999,1617.59,Hill,101 Random Rd.,John,300,19713.08,(915) 123-4567,701,TX,2000701,4/11/89,3000701
641,El Paso,828.88,1000429,5399,79999,1896.63,Solis,101 Random Rd.,Jill,3600,20540.54,(915) 123-4567,429,TX,2000429,10/16/36,3000429
668,El Paso,23.81,1000315,4390,79999,1764.66,Christian,101 Random Rd.,Jonathan,2300,20055.67,(915) 123-4567,315,TX,2000315,3/5/43,3000315
594,El Paso,1080.25,1000636,7157,79999,2069.41,Young,101 Random Rd.,Crystal,4500,14774.55,(915) 123-4567,636,TX,2000636,8/29/86,3000636
362,El Paso,116.64,1000600,6200,79999,2042.12,Harvey,101 Random Rd.,David,400,6308.12,(915) 123-4567,600,TX,2000600,8/16/58,3000600
835,El Paso,6119.27,1000836,3270,79999,2000.5,Ellis,101 Random Rd.,Cynthia,21100,17479.24,(915) 123-4567,836,TX,2000836,9/15/12,3000836
708,El Paso,1206.08,1000983,8400,79999,2266.94,Sullivan,101 Random Rd.,Monica,6700,13611.3,(915) 123-4567,983,TX,2000983,11/28/03,3000983
375,El Paso,145.82,1000254,6594,79999,1799.09,Martin,101 Random Rd.,Jessica,500,2312.99,(915) 123-4567,254,TX,2000254,8/20/88,3000254
484,El Paso,108.73,1000230,2390,79999,1883.35,Trevino,101 Random Rd.,Joanna,400,11821.81,(915) 123-4567,230,TX,2000230,2/4/01,3000230
489,El Paso,87.07,1000588,4936,79999,2373.33,Macdonald,101 Random Rd.,Joseph,300,21609.88,(915) 123-4567,588,TX,2000588,11/2/82,3000588
310,El Paso,23.3,1000714,9813,79999,2056.03,Dean,101 Random Rd.,Jermaine,100,3380.37,(915) 123-4567,714,TX,2000714,5/20/09,3000714
302,Anaheim,44.56,1000027,4486,92802,2452.06,Hook,1313 Disneyland Dr.,Captaiin,400,806.03,(714) 781-4636,27,CA,2000027,9/21/62,3000027
387,El Paso,5.36,1000748,8611,79999,1962.95,Daniel,101 Random Rd.,Brittney,500,20210.93,(915) 123-4567,748,TX,2000748,2/9/76,3000748
642,El Paso,280.96,1000177,7925,79999,1892.96,Holden,101 Random Rd.,Shannon,2800,21118.62,(915) 123-4567,177,TX,2000177,6/13/40,3000177
623,El Paso,528.71,1000878,4297,79999,1629.38,Davidson,101 Random Rd.,Jennifer,3300,21997.31,(915) 123-4567,878,TX,2000878,1/23/95,3000878
800,El Paso,2379.22,1000861,2341,79999,2495.82,Miller,101 Random Rd.,Brandon,18300,6104.25,(915) 123-4567,861,TX,2000861,8/2/43,3000861
464,El Paso,56.78,1000514,5594,79999,2369.85,Campos,101 Random Rd.,Wendy,200,11971.03,(915) 123-4567,514,TX,2000514,2/20/00,3000514
534,El Paso,18.67,1000775,4710,79999,2082.11,Fields,101 Random Rd.,Bryan,200,11637.64,(915) 123-4567,775,TX,2000775,11/27/36,3000775
739,El Paso,136.72,1000677,8506,79999,2020.77,Lee,101 Random Rd.,Jason,6800,7923.06,(915) 123-4567,677,TX,2000677,1/10/85,3000677
502,El Paso,108.11,1000149,9864,79999,2181.94,Vargas,101 Random Rd.,Richard,400,17546.63,(915) 123-4567,149,TX,2000149,8/4/52,3000149
393,El Paso,17.84,1000236,9836,79999,2111.98,Campos,101 Random Rd.,Andrew,100,19885.06,(915) 123-4567,236,TX,2000236,2/19/80,3000236
445,El Paso,60.89,1000729,9548,79999,1921.84,Cruz,101 Random Rd.,Holly,200,11305.89,(915) 123-4567,729,TX,2000729,5/24/58,3000729
695,El Paso,455.06,1000415,3142,79999,1701.63,Moore,101 Random Rd.,Hunter,6500,19799.25,(915) 123-4567,415,TX,2000415,3/14/07,3000415
370,El Paso,16.14,1000238,6948,79999,2477.84,Gutierrez,101 Random Rd.,Anna,400,22821.16,(915) 123-4567,238,TX,2000238,10/11/88,3000238
707,El Paso,1105.17,1000893,2834,79999,1741.49,Richardson,101 Random Rd.,Olivia,6500,12936.18,(915) 123-4567,893,TX,2000893,10/20/70,3000893
430,Anaheim,145.71,1000010,4451,92802,1823.1,Disney,1313 Disneyland Dr.,Jasmine,500,21032.24,(714) 781-4636,10,CA,2000010,5/6/71,3000010
